student_id,subject,assignment_name,due_date,status,grade_feedback,guardian_signature
S04347,Math,Old rest cut produce.,2024-09-19, Done ,B-, 
S11685,History,Reason moment single.,2024-10-11, Done ,B-, 
S10566,Geography,Pretty still.,2025-02-16,not done,A, 
S05412,English,Security mother probably.,,❌,D,No
S10214,History,Believe.,2025-01-07,✅,A, 
S05158,English,Management vote window.,2025-01-08,pending,B-,No
S05684,Math,Ago sign.,2025-02-27, Done ,A,Yes
S05922,History,Deal main.,2025-02-05,✅,F, 
S10223,English,Agree business.,2025-02-28,pending,B-,Yes
S05948,Geography,Chance.,2024-12-20,not done,A+, 
S01699,Science,Will that say.,2025-03-06,❌,B-,Yes
S08380,English,Prove yet national.,2024-11-29,❌,C,No
S06355,History,This military we.,2024-11-16,pending,F,No
S04351,Math,Growth deal.,2025-02-11,✔,B-,No
S08681,Geography,Build sign four.,2024-10-15, Done ,B-, 
S02724,Geography,Road.,2024-09-29,pending,A,Yes
S07599,English,In involve nearly.,,✔,B,No
S09443,History,Black much.,2024-11-04, Done ,A, 
S09076,History,Benefit course.,2024-11-07,pending,D,Yes
S11747,Science,Way easy learn.,2024-10-18,✔,B-,No
S09384,Science,Officer out eat.,2024-09-20,pending,B-,Yes
S09496,Science,Pretty never.,,not done,A+, 
S01263,English,Early book reality newspaper.,2025-02-17,✔,F, 
S07560,Math,Hot church Mrs.,2024-10-07,✔,A, 
S06863,English,Exist whom.,2025-01-03,✔,D, 
S00179,English,Employee knowledge former.,2024-11-13, Done ,F,No
S08817,Math,Tonight Democrat.,2024-10-05,✅,C-, 
S09320,Arabic,Charge floor.,2024-12-05,✔,F,No
S03926,Arabic,I reveal.,,not done,C-,No
S02114,Math,Level eat true lead.,2025-03-07,❌,A+,No
S07839,Geography,Degree only because.,2025-01-18,✔,C-,Yes
S09411,Arabic,Check talk boy fire.,2025-02-24,pending,C-,No
S11491,Science,A billion.,2024-09-27, Done ,D,No
S10388,History,Ago assume.,2024-12-26,❌,D,No
S11547,Arabic,Day court.,2025-02-13,✅,C-, 
S06498,History,Often determine.,2024-12-28,pending,F, 
S06926,Math,Respond floor protect.,2024-10-17,pending,D,No
S06830,Arabic,Share.,2025-01-06,pending,B,Yes
S00288,Arabic,Marriage minute.,2024-09-29,✔,F,No
S07828,Math,Want agree better.,2024-12-20,✔,A, 
S01306,Arabic,Ability cultural that.,2024-09-27,not done,F,No
S06559,English,Person somebody.,,pending,B, 
S11392,Science,Former respond.,2024-11-02,❌,A, 
S06003,Geography,Serious year.,2025-02-06,✅,A+, 
S05702,Geography,Approach actually.,2025-01-12,not done,C-,Yes
S08633,Arabic,Participant fine.,2024-12-26,not done,B-,No
S05443,History,Fill tough hit.,2025-01-02,✅,A,No
S08682,Arabic,Quality skin.,,❌,B,No
S06264,Arabic,Try include vote.,2024-10-09,✔,F, 
S04235,English,Common discussion leave current.,2024-10-09, Done ,D,No
S05027,Geography,Around rock bad.,2025-01-23,✅,A+,No
S11731,Arabic,Growth worry.,,✔,B, 
S03549,Geography,Often hot.,2024-11-12,❌,A,No
S03383,History,Interview boy.,,✅,C-,Yes
S03435,Arabic,Government cell law.,2025-02-11,✔,C,No
S01801,English,Drug although clear.,2024-10-04,✅,A,No
S07579,Math,Movement voice simply.,2025-02-16,pending,D, 
S03191,Science,Media add.,2025-01-15,not done,F,No
S01010,English,Garden show note.,2024-09-13, Done ,B, 
S03055,Geography,Better sometimes.,2025-03-03,✔,C,No
S06575,Arabic,Prevent win sister.,2024-12-07,❌,B,No
S09990,Arabic,Agreement when.,2024-11-08,✅,C,No
S04640,Math,Particular face.,2024-09-15,✅,B-, 
S02209,Science,Religious great.,2024-12-03,✔,D, 
S09217,English,How bad arm.,2024-11-22,✔,C, 
S06706,Geography,Front gas.,,not done,B,No
S11610,English,Every.,2024-09-30,✅,C-,Yes
S04109,English,Dream.,2024-10-14,pending,A+,Yes
S12031,History,Difficult amount reason.,2024-10-19,✅,F,Yes
S06700,Math,Often the unit.,2025-01-09,not done,F,No
S08341,History,Financial most.,2024-12-01,pending,B-, 
S02401,English,Cultural peace.,2024-11-06, Done ,D,Yes
S04390,Arabic,Yes high.,2024-12-15,❌,C,No
S00977,Geography,Strong type.,2024-11-06,✅,C, 
S05366,Geography,Remember source method after.,, Done ,B, 
S08047,Arabic,Form.,2024-11-22,✅,D,No
S09216,History,Word find able.,2025-02-15,✔,B-,Yes
S02684,Arabic,Drive certainly maintain.,2024-10-26,❌,C-,No
S12080,History,Can fly road.,2025-03-08,not done,C,Yes
S08935,Science,Begin sell woman.,2024-12-17,✔,C,Yes
S10112,Geography,Keep growth enter.,2024-12-02,✅,A+,No
S03630,Math,Of argue generation.,2024-10-11,pending,D, 
S06430,Arabic,Believe so.,2025-02-26,❌,C-, 
S03126,English,Recognize.,,not done,C-,Yes
S05440,English,Another.,2025-01-17,✔,C-, 
S02502,History,Page car artist.,, Done ,D,Yes
S01423,English,Agent keep individual.,2025-01-25,❌,F, 
S11498,English,Expert economic.,2024-12-21,❌,C,Yes
S03752,English,Happy similar.,2025-01-14,❌,D, 
S10418,English,Summer choose design responsibility.,2024-09-08,✔,C,No
S11176,Math,That trouble.,2024-12-29,✔,C,Yes
S02910,English,None not manager.,2024-11-21,✅,F, 
S07702,Science,War side.,2024-12-24, Done ,A,No
S00709,Science,Treatment believe participant.,2025-02-17,❌,A+,Yes
S05136,Arabic,Capital decide.,,❌,B,Yes
S01158,Math,Ok important space.,2025-01-28,✅,B, 
S05584,Science,Sort daughter.,,pending,D,No
S06419,Math,Debate official above per.,,❌,B-,No
S08895,English,Environmental big north.,2024-12-01,pending,B,Yes
S10670,Arabic,Place long.,2024-09-12,not done,A,No
S08807,Science,Matter pay.,2025-01-31,not done,B, 
S04553,English,Daughter green.,2024-10-12,❌,B-, 
S11504,History,Consider stand.,,✅,B,Yes
S04399,History,Center page guess.,2025-02-17,✅,A,No
S12107,Arabic,Soldier issue near.,2024-10-23,✅,C-,No
S05764,Science,Special live.,,not done,D,No
S06604,English,Well finish.,2024-09-24,✅,A,Yes
S08887,Math,Morning same.,2024-10-21,✔,B,No
S04907,Science,Smile your performance.,2024-12-12,✅,B,No
S07392,Science,Others material.,2024-10-20,pending,F, 
S07894,Math,Street then every.,2024-11-27,✅,A+, 
S04602,Science,Seem herself.,2024-12-11,❌,C,Yes
S11838,Math,Cause finish international big.,,not done,B, 
S03170,History,Spring my fight.,2025-02-21,✅,F, 
S09407,Science,Six church.,2024-09-22,✔,C, 
S04192,Geography,Which head.,, Done ,C-,Yes
S03774,History,Billion wife.,2025-03-01, Done ,B-,Yes
S11923,Geography,Child present financial.,2024-12-15,✔,F, 
S02007,English,Product very.,2024-12-10, Done ,B-, 
S07859,Arabic,Imagine anything.,2025-03-04,✅,C-, 
S02039,History,Challenge party white.,2024-10-08, Done ,A, 
S07999,Science,Before type.,2025-01-05,✔,F,No
S05606,Geography,Action.,2025-02-28,❌,A, 
S01727,Science,Group man century.,2024-10-15, Done ,B, 
S06435,Arabic,Long condition.,,✔,A+, 
S11355,Geography,Drop assume.,,✔,C-,No
S08648,Science,This fact fast.,,✅,C, 
S07049,History,Special citizen.,2024-11-01,pending,C-,No
S01822,English,Maybe nor same simply.,,✅,C,Yes
S06672,Math,Republican government their.,2024-09-14, Done ,C-,Yes
S04013,Arabic,Involve year.,2025-01-26,✔,C-,No
S04191,Math,Detail leader painting.,2025-03-08,pending,C,No
S10521,History,Four seven few.,,❌,B,No
S11169,Science,Lawyer billion source.,2024-10-14, Done ,B-, 
S04115,Geography,Every item.,2024-11-23,✅,B-,Yes
S10502,Math,Chance nearly if.,2025-01-26, Done ,A,No
S05044,English,Seat evidence.,2025-02-27, Done ,C,No
S11426,Arabic,Raise my.,2024-10-29,✅,A, 
S04565,Arabic,Move organization.,2024-12-05,✅,C,No
S02342,Geography,Box help area artist.,2025-02-08,pending,A+,No
S02778,Arabic,Little mother reach.,,✔,C, 
S10460,English,Certainly body.,2025-01-25,❌,F,Yes
S04661,Science,Performance us.,2024-10-04,not done,A+,No
S08223,Science,Debate environmental father.,2025-01-03, Done ,F,Yes
S08371,Math,One remain.,,✔,F, 
S11074,Geography,Between.,,pending,C, 
S03802,English,International either minute.,2024-10-22,pending,D,Yes
S11051,Math,Man stuff.,2024-10-06,pending,A+,Yes
S07648,Science,Line ten table.,2024-10-17,✔,D,Yes
S09825,Math,How.,2024-12-12,pending,C-,Yes
S01632,Arabic,Will respond.,2024-09-27,✔,D,Yes
S06876,Science,Interview citizen clear.,2024-09-23, Done ,F,Yes
S09518,English,People work.,,❌,C-,No
S12055,Science,Threat rich.,2024-12-06,❌,B-,Yes
S02162,Science,Watch mother mother.,2025-02-28,pending,B-, 
S02248,Science,Space central.,2024-12-28,pending,B-, 
S06628,Geography,Beat well.,, Done ,A+,No
S06723,Geography,Too defense play consider.,2024-12-14, Done ,C,Yes
S04295,Math,If phone.,2024-09-23,not done,B-,No
S04019,Math,Friend.,2025-01-02,❌,F,No
S05772,Math,Tend against place.,2024-09-21,pending,C-, 
S11361,History,Site man.,2025-01-30,✅,C-,No
S03839,Math,Method black customer.,2024-12-16,❌,B,Yes
S06864,Math,Financial campaign.,2025-03-03,not done,C-,Yes
S10921,History,Little.,2024-10-28, Done ,B,Yes
S11509,Math,Rich kid.,2025-01-11,✔,B, 
S02386,English,Keep reason or.,2024-11-05, Done ,F,No
S04804,Math,Fund industry.,2024-11-10,✅,A+,No
S01865,Arabic,Alone weight movement.,2025-01-02,pending,A+,No
S11075,Science,General hope his.,,pending,B-,No
S08302,English,Out suddenly material.,2024-11-14, Done ,B-,No
S07639,Science,Interest green give believe.,2024-11-13,✅,D, 
S02715,Geography,Piece dark without.,,✅,D,No
S08810,English,Bank five dog research.,2025-01-26, Done ,F,No
S05963,English,Daughter.,2024-09-18,✅,A+,Yes
S11362,English,Physical western.,2025-03-03,pending,C,Yes
S06415,English,Within purpose pretty.,, Done ,B-,No
S10874,Math,Late run.,,not done,B,No
S01585,Science,Mother magazine.,2025-02-20,✔,C, 
S00029,Arabic,Yet sometimes.,,pending,B-,No
S08131,English,Senior return artist.,2024-12-05, Done ,C-,Yes
S01156,Geography,Represent author general.,2024-11-02,✅,F,No
S11184,Math,Out compare yeah.,2024-12-05,✔,A,Yes
S05089,English,Society movement page.,,pending,D,No
S11900,English,Adult knowledge visit.,2025-01-23,pending,B,Yes
S01256,Geography,Important gas.,2025-01-18,not done,C,No
S09254,Geography,Wide market law nothing.,2024-12-02,✔,B,Yes
S02208,Science,Nation painting dinner respond.,2024-12-31,pending,D, 
S00699,English,American.,2025-02-23,❌,C-, 
S01363,Math,Last test expert.,2025-02-02,not done,C-,No
S01696,Arabic,Able positive history debate.,2024-10-11,pending,B,No
S03676,Arabic,Reveal have safe.,, Done ,A+,Yes
S06828,Geography,Social.,2024-10-13,not done,A+, 
S06161,Science,Young part.,2024-10-29,❌,B,No
S00683,Math,Address.,2024-09-13,✅,B-, 
S06044,Math,Which all nearly special.,2024-11-09,❌,B-,No
S05401,English,Policy decide.,2024-11-10,pending,A+,No
S09655,Math,Head conference scene.,2024-12-24,❌,D,No
S04620,Math,Evening say.,2025-02-02,✅,C, 
S06093,Math,Civil building what.,2024-10-13, Done ,A,No
S03818,Science,Note pressure defense.,, Done ,F,Yes
S03023,Science,Exactly Congress different.,2024-10-06,✔,B-,Yes
S08395,Math,Meeting.,2024-11-09,not done,F, 
S00489,English,Yourself north.,2024-11-29,pending,D,Yes
S04883,English,First loss usually.,2024-11-03, Done ,D, 
S03210,Science,Space show face.,,✅,C,Yes
S09768,Science,Material spring.,,❌,B, 
S01081,History,Matter break serious.,2024-09-27,pending,B,No
S01150,English,Company never air.,2024-10-12,✅,A+, 
S11975,Science,Suggest event.,2025-01-15,not done,A+, 
S02090,Math,Without owner product.,2024-09-10,not done,B-,Yes
S00727,History,Usually whole middle.,2025-01-01,✔,D,No
S07495,History,Image sound.,2024-11-01,❌,B-,Yes
S07635,Science,Population stuff.,,❌,B, 
S05751,Geography,Down modern.,2024-10-21,✔,C-,No
S07044,English,Site end.,2025-01-06,✅,F, 
S09841,Geography,News serve dream.,2025-02-18,not done,A,No
S01428,Geography,Suddenly air.,2024-12-21,❌,A+, 
S11755,History,Join attorney likely.,,✅,B,Yes
S05021,Math,Identify eat sound.,2024-10-02, Done ,B-,No
S07239,History,Discover.,2024-10-17,✅,B-,Yes
S07973,English,Note try onto.,2024-11-14,❌,A,Yes
S07157,Arabic,Daughter school.,2024-12-29,not done,B-,Yes
S04100,Arabic,Reality tree common.,2024-10-14,❌,C-, 
S02194,History,Democratic nor he.,2025-01-03,not done,B,No
S04169,History,Visit ability chance.,,✔,A+, 
S04642,Math,Writer entire alone two.,2025-02-23,✅,B-,Yes
S09779,History,Real candidate agency.,2024-10-16,not done,C-, 
S01891,Arabic,Side financial kitchen.,2025-01-03,✔,B-, 
S05374,Science,Page or.,2024-11-08,✔,C-, 
S08726,Science,Both agree.,2025-02-11,✅,F,Yes
S02695,Geography,Risk bill medical.,,not done,B-,No
S07912,Science,Under include.,2025-01-28,✔,C-,No
S07757,Science,Heart minute close.,2024-11-20,pending,B-,No
S09206,Geography,Drug support.,2025-02-11, Done ,D, 
S05816,History,All effect social.,2024-11-29,✅,F,Yes
S04954,History,Good exactly picture.,2024-11-05,❌,B-,No
S08203,English,Ball out how.,2024-11-27,✅,D,No
S11998,Geography,Your politics remain.,, Done ,D,Yes
S08088,English,Upon loss once.,,not done,C-,Yes
S10160,Math,Measure medical.,2024-11-04,not done,B,Yes
S06339,Science,Blood everyone.,2024-11-20, Done ,F, 
S08931,Arabic,Soldier sound other summer.,2024-10-21,✔,C-, 
S05692,English,Available per do.,2024-10-12,pending,C,No
S04136,Arabic,Fund before head.,2024-11-15,not done,F, 
S07800,Math,See must good.,2024-12-20,❌,C-,Yes
S00266,Arabic,Couple new matter.,,✅,D,No
S02078,Science,Mission job long city.,,pending,C, 
S08909,Geography,Board Democrat.,2024-12-31,❌,B-, 
S07673,English,Sit hope enough.,,pending,B, 
S05336,Geography,Prove test.,2024-12-15,pending,A,Yes
S07510,Geography,Player need suddenly.,2025-02-06,✔,B-,No
S09796,History,Common themselves.,2024-11-04, Done ,B-,Yes
S10340,Science,Painting card.,2024-12-21,pending,A+, 
S09632,Geography,Theory owner.,2024-12-01, Done ,C, 
S07605,History,Teach service attorney.,2025-01-17, Done ,B-, 
S03484,Geography,Thus himself.,2025-01-11, Done ,F,Yes
S10097,Arabic,Usually position daughter.,2025-02-19,not done,F, 
S09855,English,Worry really day.,2025-02-17,✅,B,No
S10993,Science,Draw likely recently.,2024-11-20,❌,C, 
S08566,Arabic,Hold back reflect.,2025-01-23,❌,F, 
S04564,Math,Money.,2024-09-30,pending,D,No
S07412,English,Amount.,2024-12-16,✔,B-,No
S07052,Geography,Mother measure.,2024-10-08,✅,B, 
S08450,History,Various close.,,✔,F,Yes
S10274,English,Message present strong stuff.,2024-10-10,❌,B-,No
S03439,Science,Behavior over.,2024-11-16,✅,C,No
S07591,History,Accept treat.,2024-12-15,not done,B,Yes
S10847,Math,Her mouth.,2024-09-16,not done,C-,Yes
S07271,Geography,Specific case fast.,2024-10-16,✔,B-, 
S00818,History,Yes important maintain.,2025-01-04,✅,A,No
S01070,Math,Computer little.,2024-11-19,✔,F, 
S07046,Geography,Phone including picture.,2024-10-12,not done,C, 
S11948,History,Read ago nor better.,2024-11-30,not done,C-,No
S11908,Science,Between ready.,2025-01-06,✔,A+,Yes
S05229,English,Join position short why.,2024-12-27, Done ,B-,No
S07821,Science,Onto up.,2025-02-10,✅,B-, 
S06599,Science,Where.,2025-01-03, Done ,C-,No
S10008,Math,Car always.,2024-10-11,pending,D, 
S01733,Math,Ask art.,2024-12-23,not done,C,No
S00451,Geography,Address develop police.,,✅,B-,No
S09993,Math,Imagine every.,2024-12-03,not done,B-,No
S09393,Geography,Idea will.,2025-03-09,✔,B-,Yes
S05547,Arabic,Commercial business person fly.,2024-11-11,not done,B,Yes
S03867,Science,Else laugh.,2024-12-13,❌,C, 
S09633,History,Traditional admit.,2025-01-20,✔,C,Yes
S00722,English,Option dog election.,2024-11-09,✔,C,Yes
S09426,English,Money tax.,2024-12-06,✅,C,Yes
S06834,Arabic,Stage race concern.,,❌,B,No
S09806,Science,Matter matter model.,,pending,F, 
S10175,Math,Throughout well health.,2024-10-29,✅,F, 
S12061,Science,Majority fast set.,2024-11-04,❌,A,Yes
S11827,Arabic,Line exactly today.,, Done ,A,No
S02229,History,Break camera economy.,2024-11-16,pending,C, 
S11637,Arabic,High decision.,2025-01-29,not done,D,Yes
S04471,Math,Animal although.,2024-10-12, Done ,F,Yes
S11281,History,Now particularly suggest suddenly.,2024-09-11,pending,D, 
S07194,Arabic,Think radio.,2025-01-08,❌,B, 
S10090,History,Response free.,2024-11-22, Done ,A+,Yes
S11621,Arabic,If.,,not done,A+,Yes
S03030,History,Follow throughout success.,2024-09-17, Done ,A, 
S06466,History,Three among.,2024-09-22,✔,A+,Yes
S02814,Science,Health should.,2024-11-26,not done,B-,Yes
S02807,English,Participant cost.,2024-10-22,not done,D,Yes
S08529,Arabic,Instead fall.,2025-02-13, Done ,D,Yes
S08230,History,Some investment.,2024-10-27,✔,B,Yes
S08321,Math,Tv sort man.,2024-09-12,not done,C-,No
S00265,Arabic,Lose some.,2024-10-02,❌,C-,Yes
S02331,History,Cold.,2024-10-14,✔,A+, 
S11367,Math,Eight family.,2025-02-06,✔,A+,No
S10684,Science,Almost.,2024-11-07,✔,F, 
S11268,History,Opportunity.,2024-10-08,not done,B, 
S06811,Arabic,Value while he.,2024-11-10,✅,A, 
S01701,Geography,Television example.,2025-01-08,✅,F, 
S01974,English,Find.,2025-01-18, Done ,A,Yes
S00807,English,Maintain art my.,, Done ,A+, 
S05916,History,Ground item argue.,2025-01-19,❌,A,Yes
S10894,Science,Present yeah.,2024-11-18,pending,C-,Yes
S01061,Geography,Each institution.,2024-12-18, Done ,C,Yes
S05360,Math,Become seven over.,2024-09-25,not done,B, 
S10669,History,Suffer ability.,2025-01-28,pending,B,No
S09728,History,Imagine account individual different.,2024-09-16,not done,F,No
S02143,Math,Difference record government.,2024-12-21,pending,A,Yes
S10565,Geography,What professor.,2024-11-22, Done ,A+,Yes
S11796,English,Turn carry record year.,2025-02-25, Done ,F,Yes
S05913,History,Perhaps its risk.,,✔,D,Yes
S03491,Geography,Live capital.,2025-01-12,✔,C,No
S02430,History,Life exist fly.,2024-11-05,❌,B,Yes
S07377,English,Eye attack boy.,2024-09-24,❌,F,No
S04731,History,Real note small.,2024-11-19,✔,B-, 
S11358,Arabic,Box.,2025-01-03,pending,B,Yes
S00475,Math,Sort newspaper reach.,2025-01-27,pending,C-,No
S01097,English,Woman population give.,2024-12-21,not done,A,No
S01566,History,Safe coach often.,2025-02-15,✔,A, 
S06276,English,White peace.,2024-11-22,pending,D,Yes
S01658,Math,Notice on.,, Done ,B, 
S04632,Arabic,Thought down.,2024-09-08,✅,C,Yes
S04743,English,Student see.,,❌,B, 
S11110,English,It sure.,2024-12-01,pending,C,No
S06975,History,Speak ground commercial.,,not done,A+,Yes
S11724,English,Bad into edge.,, Done ,D,No
S09498,Geography,Third energy manage.,2024-09-14,pending,F, 
S07261,English,Growth floor.,2025-01-18,not done,D,No
S07394,English,Current main local against.,,❌,A, 
S10320,Geography,Wear.,2024-11-09,✅,A+,Yes
S12015,History,Protect oil boy.,2024-11-01, Done ,B-,Yes
S09437,Math,More television.,2024-11-10,✔,D, 
S06695,History,Such summer.,2024-09-30,not done,B-,Yes
S05436,Arabic,Impact customer.,2024-10-22,✔,B-, 
S04491,Geography,Baby arrive knowledge particular.,2025-01-24,❌,C, 
S04823,History,Third economy.,2024-11-24,pending,B,No
S00473,English,Gun mean wear adult.,2024-09-15,✅,C-,Yes
S11890,Arabic,Quickly specific professor.,2025-02-11,not done,D,Yes
S03702,Math,Mention course political.,2024-12-22,✔,A+,Yes
S09109,Geography,Democratic.,2024-12-08,pending,A+, 
S07844,Geography,Determine control store.,2024-09-27,not done,C-, 
S03335,Math,Together fish.,2025-01-18,✅,B,No
S01184,Geography,Its hair worker.,,❌,F, 
S09401,History,Up.,2024-12-17,❌,C,No
S04892,Arabic,Behavior me skin.,,❌,C,No
S03584,Geography,Difference affect treat.,2024-09-08, Done ,A,Yes
S05492,Arabic,Out relationship environment.,2025-01-13,✅,B, 
S03166,Science,Pay believe.,2025-03-06,❌,A,Yes
S10391,Geography,Media trial.,2024-12-01,✅,A,No
S02468,English,Once because forget.,2024-09-30,✔,C-, 
S08356,Geography,Right discussion statement black.,2024-11-11,✔,C-,No
S05090,Geography,Local per.,2024-11-08,❌,D,Yes
S00058,Science,Through.,2025-01-01,❌,A+,Yes
S08253,Arabic,Education pretty kid power.,,✅,A, 
S00501,Math,Television everybody morning.,2024-11-30,❌,C-, 
S07066,Arabic,Miss ability.,2025-03-01,pending,B, 
S05224,Geography,Return consider.,2024-11-28,not done,B-,No
S08150,History,Two require need.,2024-09-22, Done ,F,Yes
S10053,English,Example effect mother throughout.,2024-11-29, Done ,B,No
S00046,Math,Pretty.,2025-02-16,pending,F,No
S08012,Math,Drive weight pattern.,,pending,F,No
S09274,Science,North else live hot.,2025-01-24,❌,C, 
S06819,Science,Stop parent wear.,2024-12-27,not done,A,No
S08013,Science,Major who.,2025-01-31, Done ,A+,Yes
S01909,Science,Ground response.,2024-11-09,not done,F,Yes
S05192,Math,Seem present.,2024-11-27, Done ,B-,Yes
S01731,Geography,Their story.,2025-01-28,❌,B, 
S10721,English,Born community.,2025-02-27, Done ,B-,No
S05828,Math,More lead.,2024-10-27, Done ,A,No
S02446,Science,Trip my.,2025-02-24,✅,A,No
S00890,Math,Individual since major.,2024-12-14,✅,C,No
S01214,Geography,And rate.,2024-12-31,✔,A+,No
S03389,English,Foot study establish.,2024-12-31,✔,A, 
S10557,Science,Compare fine really.,,✔,A+, 
S07980,Geography,Center reflect I.,2024-11-21,✔,B,No
S07302,Geography,Trade.,2024-12-15,❌,C-,Yes
S09585,Geography,Game two fear.,2024-12-13,pending,F,No
S00814,Math,Entire a agent.,, Done ,A,Yes
S07959,Geography,Go what individual.,, Done ,C,No
S11023,Geography,Paper deep.,2025-01-05,pending,C,Yes
S08289,Arabic,Husband stuff.,2025-03-04,✅,A,No
S11942,Math,Hair often.,2024-11-23,❌,B,Yes
S03729,Math,Eye town opportunity.,,not done,F,No
S02274,Math,There here mind before.,2025-01-11,pending,C-, 
S09601,History,Admit wife.,2024-10-30,❌,B,Yes
S10828,Science,Skill what Congress.,2024-12-22,❌,B-, 
S10541,Geography,Together.,2024-11-04,not done,C-, 
S07001,Geography,Produce appear might possible.,2024-11-23,pending,A, 
S10157,English,Staff just training.,2024-11-19,✅,C, 
S05891,Arabic,Big unit news quickly.,2025-01-13,not done,D,Yes
S01088,History,Author middle.,2024-09-18,pending,A,Yes
S00436,Arabic,Serve newspaper people.,2024-12-06,✅,A, 
S07365,History,Amount guy.,2024-09-22,✔,C-, 
S09282,Science,Who see.,2024-11-25, Done ,F,Yes
S11525,Science,Level always.,,❌,A,No
S07123,English,Live relationship radio.,2025-01-19,❌,B, 
S10606,Science,Station south.,2024-10-05,✅,A, 
S09014,Arabic,Reach since include.,2024-11-19,not done,D,Yes
S01819,Math,You ability old tough.,,not done,A+, 
S08339,History,Miss simply carry.,2024-11-08,pending,B-,No
S12141,English,Many.,2025-03-05,not done,A,No
S05686,Geography,Body through skin.,2024-10-23,✅,C-, 
S12063,History,Why its.,2024-12-11,pending,C-, 
S11351,Science,Among hair.,2024-12-07,✅,D,Yes
S07499,English,Management bag we.,2025-01-28,✅,F,Yes
S04036,Geography,Attention man rich.,2025-02-12,not done,A+,Yes
S10781,Arabic,Success shoulder.,2024-09-27,pending,B,Yes
S09021,Science,Something ball only.,2025-01-08, Done ,F,Yes
S07076,History,Subject task part.,2025-01-04,❌,B-,Yes
S05685,Geography,Pass weight.,2024-10-28,✔,F, 
S02381,Math,You.,2024-12-01,✔,A+,Yes
S06668,Science,Material.,2025-01-10, Done ,B,Yes
S00009,Math,Chance born.,2024-09-14,❌,B,No
S08838,English,Raise yeah.,2024-10-20,✔,B,Yes
S11873,Geography,Carry manager question.,2024-09-20, Done ,D, 
S08554,History,Radio attack power.,2024-10-12,❌,A+,No
S06601,English,Specific agency attorney win.,,not done,B-,No
S01957,English,Center economy after.,2025-02-02,not done,A,Yes
S08279,Arabic,North according.,2024-12-02, Done ,B-,Yes
S09576,English,Institution happy.,2024-09-20, Done ,A+,Yes
S10027,Arabic,Teach eight painting.,2024-10-05,pending,D,No
S09346,Geography,Fall face.,2024-10-29, Done ,D,Yes
S09850,Arabic,Certainly central day.,2024-09-11,❌,C-,No
S08890,English,Back back condition our.,2025-02-08,✅,D, 
S02232,English,Recently build speak.,2024-12-22, Done ,A,Yes
S11303,Math,Price whom specific.,,✔,D,No
S01674,Math,Country fall can.,2025-02-08,not done,C,No
S01454,Science,Within stop suffer.,2024-10-09,not done,B,No
S07865,History,Senior more.,,❌,C,No
S09811,Science,Boy.,2024-09-30,✔,C, 
S04739,Geography,Financial war plan even.,2025-01-29,✔,B, 
S04416,History,Realize you adult.,2025-02-23,not done,D, 
S09756,Arabic,First second represent build.,2024-09-30,not done,B, 
S07911,Geography,Poor player party.,2024-12-20,❌,D, 
S11905,Math,Option commercial environment.,2024-10-20, Done ,A,Yes
S08958,English,Truth rich simply.,2024-11-01,❌,C, 
S06243,English,Finally short.,2024-11-23,not done,F, 
S05985,Geography,Peace born direction decade.,2025-03-02,not done,B-, 
S06690,Math,Class young miss.,2024-09-11, Done ,B, 
S11554,Arabic,Participant professor response.,2024-11-16,❌,C-,Yes
S07717,Arabic,Catch must.,2024-11-16,not done,B-,Yes
S06576,Math,Dream art style.,,✔,B-,Yes
S09559,History,Pay television.,2024-12-29,not done,B, 
S01543,History,Budget care after.,2024-10-18,❌,A,Yes
S10672,English,Discover out common.,, Done ,D,No
S05613,Science,Care side.,2025-01-29,✅,C-,No
S01362,Arabic,Though.,,✅,D, 
S02164,Science,Practice nice.,,pending,F,Yes
S05920,History,Seek.,2024-09-18,✔,B,Yes
S00352,History,Apply type.,,✅,D,Yes
S06557,Arabic,Stage.,2025-01-25,✔,C,No
S03437,History,Area three teach.,2025-01-03,not done,A,Yes
S04918,Science,A many.,,✅,A+,Yes
S07104,Geography,Resource identify.,2024-10-29,not done,D,No
S06771,Science,Page fish professor.,,✅,C-,No
S08394,Arabic,How somebody drug.,,✔,A, 
S06594,Science,Customer side official.,2025-01-19,pending,B-,Yes
S02094,Math,Pretty whatever upon.,2024-10-12,not done,D, 
S04020,Science,Purpose final as.,2024-10-28,pending,C-, 
S06545,Math,Major buy but.,2025-02-07,pending,A+, 
S11081,History,Phone different single.,2024-11-03,✔,D,Yes
S06550,Science,Include him.,2025-03-02,not done,C-,Yes
S08649,History,Themselves during.,,✔,C-, 
S10869,Geography,Weight claim.,2024-09-15, Done ,D,Yes
S10273,Science,Lead crime scientist.,2024-11-27,❌,A+, 
S01704,Geography,Mr future.,, Done ,A,Yes
S10703,Arabic,Moment school magazine.,2024-10-18,❌,A, 
S10694,Arabic,Think office room.,2025-03-07,not done,C,Yes
S05143,History,Remain far computer.,2025-02-17,✔,B-,Yes
S03562,Science,Those under.,2025-02-09,✔,A+,Yes
S01353,History,Choice realize.,2025-01-06,❌,D,No
S05188,Math,Country company nature cause.,2024-12-12,✔,B-, 
S06680,Math,Song modern table.,2024-10-04, Done ,C-, 
S01973,Arabic,While road.,,pending,A, 
S11011,English,Product pay single suffer.,2025-01-16,pending,B-,No
S06050,Math,Father politics material trip.,2025-01-10,pending,B,No
