student_id,date,subject,attendance_status
S06151,2024-05-29,Science, late
S08143,2024-09-02,History, late
S11896,2024-12-14,Geography,Present
S04503,2024-09-30,Arabic,Present
S02764,2025-01-29,Science,Late
S02078,2024-07-12,Science, late
S07528,2024-05-27,Math,Present
S06560,2024-08-28,Math,Absent
S02064,2024-11-01,English,Late
S11070,2024-04-10,Math,absnt
S12066,2024-09-17,Geography,Absent
S09308,2024-08-05,Geography,absnt
S03780,2024-12-09,Science,left early
S03032,2024-04-07,Arabic,absnt
S02911,2024-09-19,History,PRESENT 
S07734,2024-10-14,Science,PRESENT 
S09983,2024-08-17,Arabic,Present
S01423,2025-01-15,Geography,excused
S00699,2024-05-31,Arabic,excused
S07910,2024-08-13,Arabic,PRESENT 
S00891,2024-07-24,Math, late
S02490,2024-04-02,Math,Late
S07109,2025-02-05,Science,Absent
S05031,2024-11-25,English,PRESENT 
S02584,2024-06-20,History, late
S00248,2025-01-01,Science,left early
S09976,2024-04-17,Math,Present
S03601,2025-01-30,History,Late
S07984,2024-08-12,English,Absent
S01124,2024-12-23,History, late
S05319,2024-12-24,Science,Absent
S09132,2025-03-08,English,Late
S01592,2024-03-31,Math,Present
S07699,2024-05-31,History,Late
S11559,2025-02-01,Math,left early
S00798,2024-08-26,Arabic, late
S11441,2024-07-27,Arabic,Absent
S05714,2024-12-22,Geography,left early
S08572,2025-01-30,Science,left early
S02694,2024-04-01,History,Present
S09239,2024-12-25,Geography, late
S11988,2024-04-16,Geography,left early
S09234,2024-05-27,Math, late
S08304,2025-01-07,Geography, late
S11826,2025-01-08,Geography,Present
S02238,2024-05-17,History,excused
S02697,2024-11-26,Arabic,excused
S04719,2024-12-11,Arabic,left early
S11853,2024-07-10,Science,Late
S06960,2024-03-24,Math,Absent
S06978,2024-04-10,Geography,Present
S10331,2024-12-28,Math,absnt
S08773,2024-12-14,Geography,PRESENT 
S12090,2024-12-23,English,Present
S01794,2024-08-10,History, late
S09878,2025-02-16,Geography, late
S00236,2024-10-01,Arabic,PRESENT 
S08766,2024-04-18,English, late
S04584,2024-12-28,English,Absent
S11717,2024-11-11,Math,Absent
S00617,2024-11-19,Math,Late
S09309,2024-06-20,Geography,PRESENT 
S10646,2024-04-24,Arabic,Late
S08407,2024-08-04,Science,Present
S09360,2024-04-10,History,Late
S11416,2024-10-17,Geography,Absent
S06068,2024-05-24,History, late
S10439,2024-05-04,Arabic,Present
S07898,2024-09-09,History,PRESENT 
S09725,2024-12-02,Arabic,Absent
S01259,2024-04-12,English,Late
S07494,2024-09-25,Math,absnt
S09815,2025-03-07,Arabic, late
S11770,2024-06-06,Science,excused
S01907,2024-07-07,English, late
S08812,2024-09-29,English,excused
S00003,2024-12-19,Math, late
S03958,2024-09-30,Geography,Absent
S11708,2024-10-13,Arabic,absnt
S00178,2024-10-11,Math,Late
S10668,2025-02-07,Math,left early
S10270,2024-03-20,History,left early
S10847,2024-03-27,Math,Late
S05466,2024-07-28,English,Present
S10466,2025-01-09,Math,excused
S01048,2025-01-12,Science,Late
S02066,2024-08-22,Arabic,Absent
S05613,2024-09-12,Geography,Late
S05568,2025-02-16,Arabic,excused
S04524,2024-07-16,Geography,Late
S07636,2024-11-11,History,left early
S10241,2024-08-29,Geography,excused
S01719,2024-03-27,Math,Present
S01873,2024-04-20,Science,Present
S11401,2024-09-18,Geography,excused
S12114,2024-04-26,History, late
S06338,2024-12-19,English,absnt
S02960,2024-11-17,Arabic,excused
S03995,2025-01-20,Arabic,Present
S06135,2024-10-02,Geography,Late
S09818,2024-05-26,History,Absent
S06466,2024-12-22,Arabic,Late
S05691,2024-03-19,Math,Present
S05668,2024-07-11,English,Late
S01071,2025-02-15,English,PRESENT 
S06099,2024-03-10,Science,left early
S08984,2024-08-24,History,Absent
S03474,2024-06-29,Science,Late
S11506,2024-11-17,English,Absent
S04302,2024-12-21,Geography,Present
S04242,2025-01-25,Science, late
S02099,2024-03-30,Arabic,excused
S04618,2024-04-16,Science,Late
S05694,2025-01-12,Geography,left early
S01958,2024-04-11,English,Late
S10801,2025-02-04,English, late
S04669,2024-08-28,Math,Absent
S07434,2025-02-15,English,PRESENT 
S04326,2024-06-25,Math, late
S04922,2024-06-02,English,absnt
S06703,2024-09-07,Geography,absnt
S03197,2024-11-29,Geography,excused
S10102,2025-02-01,Geography,excused
S11373,2024-08-28,History,PRESENT 
S08983,2025-02-03,Science, late
S03175,2024-08-07,Arabic,Late
S02889,2024-04-09,Geography,Present
S11032,2024-06-23,History,Present
S00945,2024-05-28,Geography, late
S00106,2024-04-02,Math, late
S08767,2024-08-27,English,left early
S02761,2024-03-12,English,Present
S01151,2024-10-03,English,left early
S11122,2025-03-08,English,PRESENT 
S03152,2024-04-08,Science,PRESENT 
S05088,2024-04-07,Science,Present
S05346,2024-11-17,Arabic,Present
S02972,2024-12-21,Science,PRESENT 
S02140,2024-05-26,History, late
S02632,2024-07-26,Science,PRESENT 
S01576,2024-05-17,Math,Absent
S08292,2024-05-06,History, late
S10308,2025-01-20,English,Late
S09994,2024-12-08,English,Absent
S05082,2024-03-27,Arabic,left early
S12154,2024-09-24,History,Present
S06341,2024-03-22,Arabic,absnt
S11267,2024-06-02,Geography,left early
S08996,2024-11-07,History, late
S03653,2024-08-06,English,Present
S10941,2024-06-28,Science,PRESENT 
S00651,2025-01-30,Arabic,excused
S06186,2024-09-28,History,absnt
S08804,2024-10-24,Math, late
S00200,2024-09-04,English, late
S07306,2025-03-07,Geography,left early
S02421,2024-08-02,Geography,Absent
S02493,2024-10-14,History,excused
S01823,2025-02-19,English,absnt
S06786,2024-09-24,Geography,Present
S11488,2025-01-06,Science,absnt
S01733,2024-06-12,Math,Absent
S01516,2024-04-30,Math,absnt
S08896,2025-01-17,English,Absent
S00258,2024-05-05,Math,Absent
S11860,2024-08-26,Arabic,left early
S05126,2025-01-20,Geography,PRESENT 
S10526,2024-11-24,Science,excused
S03951,2024-11-20,English,excused
S07620,2024-12-26,Geography,excused
S00351,2024-05-12,English,Present
S08980,2024-12-22,History,Absent
S10660,2024-10-17,Math,PRESENT 
S06118,2024-08-06,Arabic,PRESENT 
S05076,2024-06-18,Math,left early
S06229,2024-08-04,Geography, late
S08831,2025-01-14,Arabic,excused
S02343,2024-11-22,Math, late
S03186,2024-10-17,Math,Present
S12138,2024-11-28,History,Absent
S01139,2025-01-30,English,Late
S09057,2024-07-03,Arabic,absnt
S08917,2024-09-08,English,Late
S08878,2024-09-23,Math,excused
S11701,2024-03-13,History,Absent
S10571,2024-05-28,Science,absnt
S01487,2025-02-27,Math,Present
S06074,2024-11-21,Science,PRESENT 
S03944,2024-10-23,Arabic,left early
S03819,2024-06-04,Arabic,left early
S04183,2024-09-15,Science,PRESENT 
S10725,2024-05-02,Arabic,absnt
S03489,2024-08-28,Arabic,left early
S11598,2024-08-31,Science,Present
S05453,2024-10-22,English,Present
S00534,2024-11-08,Science,excused
S00495,2025-01-11,English,PRESENT 
S01483,2024-06-16,Science, late
S06392,2024-09-16,Geography,PRESENT 
S06684,2024-09-05,Science, late
S08958,2024-10-24,Science,excused
S01764,2025-01-25,Arabic, late
S08195,2024-05-12,English,Absent
S11622,2024-04-11,English,PRESENT 
S05323,2024-07-28,History,left early
S11710,2025-01-04,English,Late
S05353,2024-06-01,English, late
S09170,2024-06-20,History,left early
S00173,2024-03-15,Science,excused
S04506,2024-11-16,Geography,Late
S11264,2024-11-08,History,absnt
S01878,2025-01-05,Math,Absent
S05416,2024-09-25,Geography,Present
S11669,2025-01-08,Science,Present
S02826,2025-03-05,Arabic,Present
S11909,2024-08-03,Science,Absent
S10473,2024-11-25,English,Absent
S10472,2024-08-06,History, late
S00039,2024-09-07,Arabic,absnt
S02416,2024-09-24,History,Absent
S04917,2025-02-24,Science,absnt
S00318,2024-03-12,Arabic,PRESENT 
S08288,2025-03-08,History, late
S05288,2024-04-14,English,left early
S03103,2025-02-06,History,excused
S09586,2024-08-30,Arabic,Absent
S02636,2024-06-20,English,Late
S00147,2024-11-09,Science,PRESENT 
S11848,2025-02-08,History,Absent
S05904,2025-01-16,English,Present
S07637,2024-10-15,English,left early
S04478,2024-11-08,Science, late
S08332,2025-02-20,Geography,absnt
S05885,2024-06-01,English,excused
S00015,2024-09-09,History,Present
S11666,2024-12-19,History,absnt
S00191,2024-06-03,History,Late
S01500,2024-03-30,Arabic,excused
S05233,2024-07-02,English,Late
S10491,2024-11-08,Science, late
S03177,2024-05-21,History,absnt
S10972,2024-07-27,English,Absent
S09929,2024-03-18,Math,Present
S04371,2024-11-11,Science,Present
S00121,2024-05-21,Arabic,left early
S06962,2024-07-01,Arabic,Present
S06580,2024-12-03,History,excused
S02426,2024-09-03,English, late
S02820,2024-09-09,Math, late
S00958,2025-02-08,Arabic,left early
S06809,2025-02-10,Geography,left early
S02883,2024-05-12,English,Late
S02675,2024-11-04,History,excused
S08224,2024-05-13,Math,left early
S05754,2024-09-06,English,left early
S02258,2024-10-31,Arabic,Present
S11635,2024-09-27,Math,PRESENT 
S01504,2024-06-17,Geography,absnt
S10026,2024-05-14,Science,PRESENT 
S05023,2024-10-14,Science,absnt
S06140,2024-03-12,Math,Absent
S09148,2024-03-26,English,absnt
S10653,2024-06-15,History,absnt
S02621,2024-08-04,Math,Present
S09995,2024-05-22,Science,absnt
S11318,2024-07-08,History,left early
S03715,2024-12-08,Math,absnt
S08462,2024-06-17,English,absnt
S03790,2024-11-27,Math,PRESENT 
S00083,2024-06-28,Geography, late
S05378,2024-12-25,History,left early
S02575,2025-02-24,Geography,left early
S10045,2025-01-14,Arabic,PRESENT 
S06013,2025-01-20,English,left early
S02541,2025-03-05,Arabic,excused
S11871,2024-11-09,Science,left early
S00559,2024-06-15,Arabic,excused
S01247,2024-12-18,Arabic,Absent
S11170,2024-04-17,History,PRESENT 
S03726,2024-06-03,Geography,PRESENT 
S05419,2024-06-16,Geography,absnt
S02162,2024-07-20,Math,PRESENT 
S10217,2024-11-22,Math,excused
S00690,2024-05-31,History, late
S08313,2024-04-06,History,absnt
S00572,2024-06-07,History, late
S07463,2025-02-20,Science,PRESENT 
S01458,2024-06-17,English,Late
S08408,2024-07-23,Science,PRESENT 
S00609,2025-01-17,Geography,PRESENT 
S04260,2024-09-06,Math,Absent
S06946,2025-01-29,Geography,PRESENT 
S07794,2024-05-04,English,PRESENT 
S00050,2024-07-17,Science,Late
S08863,2024-11-29,Geography,Absent
S07689,2024-03-11,Geography,Present
S03781,2024-04-18,English,absnt
S03537,2024-12-18,Science,left early
S08077,2024-05-16,Science,Absent
S10082,2024-12-10,History,Late
S08244,2024-11-05,Arabic,excused
S07912,2024-11-17,Arabic, late
S03369,2024-11-03,Math, late
S03734,2024-03-13,Arabic,excused
S07375,2024-11-24,Geography,absnt
S00063,2025-03-03,Geography, late
S06984,2024-04-27,Arabic,Late
S06796,2024-06-09,History,PRESENT 
S02315,2024-08-12,Science, late
S02612,2024-10-05,Arabic,Absent
S00435,2024-11-06,English,absnt
S07335,2024-06-01,Science,PRESENT 
S09803,2024-04-30,Geography,left early
S06979,2024-04-07,Arabic,left early
S08356,2024-03-10,Math, late
S01954,2024-05-28,History,left early
S07114,2024-09-30,History,Absent
S07999,2024-06-05,Math,Present
S05341,2024-08-09,Arabic,PRESENT 
S05531,2024-07-11,History,PRESENT 
S09813,2024-08-17,Math,Present
S00659,2024-08-06,Science, late
S00091,2024-06-01,History,PRESENT 
S07921,2025-02-23,Arabic,Absent
S09748,2024-04-03,History,Absent
S06054,2024-11-11,Science,left early
S10033,2024-10-03,Arabic,left early
S10938,2024-03-11,Arabic,Late
S04732,2024-04-22,History,Absent
S11182,2024-06-14,History,Late
S07622,2025-01-10,History,Absent
S00249,2024-09-17,History,PRESENT 
S02751,2025-01-09,English,excused
S10543,2024-09-17,English,Late
S11044,2024-04-22,Arabic, late
S05297,2025-01-23,History,Present
S01059,2025-02-06,History,Present
S09460,2024-03-14,Math,PRESENT 
S06088,2025-02-01,Science,left early
S06096,2024-08-16,Math,absnt
S11828,2024-07-11,Science,PRESENT 
S09622,2024-10-02,Science,Present
S05101,2024-04-24,Science,absnt
S11967,2024-10-25,Arabic, late
S12033,2025-01-04,Math,PRESENT 
S06467,2024-10-27,History,Present
S03910,2024-06-27,Math,absnt
S11385,2025-02-27,History, late
S03595,2024-10-23,History,Late
S12144,2024-04-14,English,Late
S09353,2024-11-28,History,Late
S09093,2024-10-07,Geography,Late
S04996,2025-01-13,English,absnt
S06719,2025-01-16,Geography,absnt
S11404,2024-05-20,Math,Present
S00158,2024-10-04,Geography,Absent
S09807,2024-08-03,Geography,PRESENT 
S00936,2024-06-13,Math, late
S03402,2024-11-25,Science,Present
S05860,2024-11-28,Math,absnt
S09172,2024-08-16,Arabic, late
S00212,2024-12-23,English,Late
S05654,2025-02-09,Arabic,Absent
S09085,2025-02-27,English,Present
S09000,2024-07-06,Math,excused
S11112,2024-10-20,Geography,Late
S12030,2024-05-11,History,Present
S10123,2024-11-10,English,left early
S09187,2025-02-20,History,left early
S06019,2024-05-23,Math,Present
S03882,2025-02-18,Science,left early
S09054,2025-03-07,Arabic,Absent
S01729,2024-08-18,Geography,Absent
S04147,2024-05-22,Science,Present
S11434,2024-12-19,English,excused
S01816,2025-01-07,Arabic,left early
S05661,2024-12-22,English,Late
S01436,2024-11-07,Geography, late
S05418,2024-06-28,Math,Present
S06529,2025-01-21,History,left early
S02010,2024-03-23,History, late
S03168,2024-05-29,Geography,absnt
S04924,2024-11-11,Math,Present
S02635,2025-02-05,Math,Present
S01243,2024-07-24,Geography,Late
S04093,2024-10-13,History,PRESENT 
S07364,2024-06-24,Geography,excused
S01540,2024-12-17,Arabic,Late
S01158,2024-04-04,Science,left early
S09274,2024-06-30,English,absnt
S08541,2024-09-10,Geography,Late
S02192,2024-09-10,English,PRESENT 
S09898,2024-08-27,Arabic,PRESENT 
S07746,2024-11-04,Geography,excused
S06459,2024-06-16,History, late
S00028,2025-02-14,History,excused
S11661,2024-12-12,Geography, late
S04172,2024-07-31,Math,excused
S03842,2024-04-21,Science,Absent
S04777,2024-07-09,Math,PRESENT 
S04938,2024-03-23,Math,left early
S00680,2024-06-04,Arabic,excused
S11804,2025-01-03,Arabic,Late
S00679,2024-05-22,Geography,Late
S03529,2025-01-19,English,Absent
S00372,2024-12-08,Arabic,left early
S07661,2024-10-06,Arabic,Absent
S04069,2024-10-09,English,excused
S09385,2024-10-21,Math,left early
S02261,2024-06-19,Math,PRESENT 
S11013,2025-01-07,Science,left early
S05748,2024-08-02,Geography, late
S11099,2025-01-28,Arabic,left early
S10274,2024-07-04,Math,Late
S01009,2024-09-14,Geography,absnt
S09961,2024-05-16,Math,excused
S00817,2024-06-19,Arabic,left early
S04149,2025-02-20,Math,Present
S06015,2024-09-28,Arabic,Late
S04689,2025-02-14,Arabic,left early
S00914,2025-02-24,Math, late
S11681,2025-02-18,Science,Late
S08409,2024-10-02,Geography,Late
S00152,2024-11-16,Math,absnt
S05549,2024-10-07,Math, late
S09208,2024-03-27,History,excused
S09901,2024-11-21,Geography,Present
S00339,2024-03-14,Science,PRESENT 
S03620,2024-06-10,History,excused
S02879,2024-08-05,Math,excused
S11319,2024-10-12,Math,Late
S01667,2025-02-21,Math,absnt
S01862,2025-02-06,Science, late
S10983,2024-08-10,Arabic,Late
S05621,2025-02-12,Geography,excused
S02087,2024-12-05,Arabic,absnt
S08779,2024-12-06,Arabic,Late
S06527,2024-12-04,Arabic,Absent
S04164,2024-04-01,English,PRESENT 
S08699,2024-07-05,Math,Present
S05358,2024-06-08,Geography,excused
S09191,2024-11-02,Math,absnt
S04977,2024-07-01,Geography,PRESENT 
S06182,2024-06-20,Science,PRESENT 
S09669,2025-01-02,Math,Late
S11349,2024-09-12,Math,Late
S10512,2024-09-12,Geography,Present
S07444,2024-07-14,History,excused
S09210,2024-04-16,English,absnt
S01763,2024-10-21,Geography,Absent
S12140,2024-10-31,Science,Absent
S01007,2024-09-03,English, late
S04031,2024-12-02,History,Absent
S02232,2024-08-01,History, late
S05836,2025-03-07,Arabic,excused
S03993,2025-01-04,Science,absnt
S04222,2024-08-01,Arabic, late
S10303,2024-09-13,History,PRESENT 
S11407,2024-10-24,History,excused
S10921,2024-12-24,History,PRESENT 
S06497,2024-12-01,Math,left early
S01926,2025-01-07,Geography,absnt
S10814,2025-01-06,Geography,absnt
S00445,2024-06-24,Arabic,excused
S04343,2024-10-01,Math,excused
S08385,2024-05-28,Arabic,PRESENT 
S06826,2024-05-25,Geography,absnt
S08754,2024-09-23,History,Late
S08793,2024-05-21,Geography,Late
S02756,2025-02-21,Science,absnt
S09609,2024-10-30,Geography, late
S02963,2024-12-11,Science,absnt
S03173,2025-01-30,Math,PRESENT 
S10196,2024-04-16,History,left early
S09406,2025-03-08,Geography,Late
S09078,2025-01-10,Geography,absnt
S11922,2025-03-07,English,Present
S10911,2024-09-27,Arabic,Late
S10025,2024-12-21,Science,Absent
S05746,2024-10-10,English,Present
S01570,2024-07-22,Arabic,absnt
S01390,2025-01-15,Geography,excused
S04680,2024-05-19,Geography,left early
S06969,2024-08-25,English,PRESENT 
S08086,2024-11-16,Math,Late
S01331,2025-01-27,History,left early
S09680,2024-03-22,Geography,Late
S08602,2024-12-26,Geography,Present
S06534,2024-09-17,Math,Present
S05042,2024-03-30,Geography, late
S04025,2024-07-12,History,PRESENT 
S00620,2024-03-30,Geography, late
S02375,2024-12-20,Arabic, late
S01791,2024-08-12,Math,absnt
S10148,2025-02-11,Geography,PRESENT 
S09456,2024-12-13,History,left early
S11376,2024-12-22,Science, late
S00683,2025-01-01,Science,Present
S08613,2024-07-27,History,Late
S09129,2024-08-20,Math,Present
S01473,2024-04-01,English,left early
S07499,2024-08-28,Science,Present
S07812,2024-09-17,Arabic,Present
S09077,2024-06-13,History,Late
S09822,2025-01-11,History,absnt
S05591,2024-09-16,Science, late
S06398,2024-06-28,Science,left early
S03213,2025-02-24,Arabic,Absent
S10081,2024-08-10,Math,excused
S02818,2025-02-22,English,Absent
S08093,2025-02-07,Geography,absnt
S07333,2024-08-08,English,excused
S01111,2024-08-20,Geography,Present
S09477,2024-04-03,Arabic,Absent
S04140,2024-05-28,English,Absent
S00748,2024-12-12,Science,PRESENT 
S09875,2024-03-11,Science,PRESENT 
S11284,2024-12-13,Geography, late
S00262,2024-11-03,Math,PRESENT 
S03026,2024-11-19,Math,excused
S08747,2024-08-19,History, late
S05633,2025-01-24,Science,Present
S07219,2024-10-08,Science,PRESENT 
S07371,2024-09-03,Geography,excused
S07059,2024-10-06,Math,excused
S00563,2024-07-18,English,absnt
S06993,2024-12-22,Science,excused
S08229,2025-01-10,History,Absent
S04867,2024-11-08,Arabic,Absent
S02591,2024-12-11,English,left early
S05390,2024-07-30,Arabic,excused
S02472,2024-08-28,Science,excused
S03119,2025-02-18,History,PRESENT 
S10104,2024-06-29,Geography,PRESENT 
S04797,2024-11-02,Geography,excused
S01387,2024-08-01,Science,Present
S11259,2024-04-15,English,left early
S09340,2024-08-01,English,left early
S06917,2024-11-14,Arabic,absnt
S04628,2024-04-06,English,absnt
S07855,2024-12-27,Geography,excused
S05376,2024-05-16,English,left early
S05216,2024-05-07,History,Late
S11972,2025-02-03,Arabic,absnt
S07421,2024-09-09,Science,Late
S10425,2024-10-15,History,Present
S00949,2024-04-26,Arabic,Absent
S03807,2024-08-06,Geography,excused
S08043,2024-07-09,Math,excused
S10043,2024-11-13,Geography,Present
S08707,2025-03-05,English,Late
S10042,2024-05-13,Arabic, late
S10390,2024-11-26,English,excused
S06037,2024-04-02,History,excused
S01684,2024-09-14,Science, late
S07980,2024-08-11,Geography,left early
S02594,2024-10-13,English,Present
S03087,2025-01-14,Arabic,absnt
S12035,2025-03-06,Math,Present
S07112,2024-06-23,Arabic,PRESENT 
S03410,2024-07-18,History, late
S07235,2025-01-17,English,Absent
S05672,2024-03-10,Arabic, late
S02847,2024-11-09,History,excused
S06685,2024-12-19,English,absnt
S04171,2024-03-10,Geography,Late
S05555,2024-06-07,English,absnt
S11452,2024-08-30,Science,PRESENT 
S11370,2024-12-30,Math,Present
S00523,2024-09-05,Math,Absent
S05847,2024-07-19,English,Present
S01070,2024-05-07,Arabic,Present
S11106,2024-06-21,Arabic,excused
S07894,2024-10-28,Arabic,Present
S10401,2025-03-07,Science,PRESENT 
S05902,2024-06-13,English,Late
S05214,2024-03-20,Science,absnt
S06828,2024-03-13,Arabic,left early
S07385,2024-07-30,History,PRESENT 
S08080,2024-09-20,History,absnt
S10738,2024-08-23,Geography, late
S00765,2024-08-29,History,PRESENT 
S06163,2024-11-17,Geography,left early
S11903,2025-02-27,Geography,Late
S02322,2025-01-26,English,absnt
S11671,2024-11-05,English,left early
S03999,2024-04-30,Math,PRESENT 
S00665,2024-06-02,English,excused
S07792,2024-05-30,Geography,absnt
S00991,2025-03-01,History,PRESENT 
S05371,2025-01-02,English,absnt
S08350,2024-06-25,Geography,PRESENT 
S11384,2024-12-21,English,PRESENT 
S07145,2024-07-19,History,Late
S05050,2024-10-22,Arabic,Present
S02365,2025-01-19,English,absnt
S03573,2024-08-06,Science,absnt
S02750,2024-12-22,Science,PRESENT 
S02252,2024-06-05,Math,Absent
S04448,2024-06-19,Math,Late
S06599,2024-08-05,Arabic, late
S04061,2024-07-28,Geography,Late
S05693,2025-02-07,Math, late
S03165,2024-09-02,History,excused
S04381,2024-10-09,English,Present
S04901,2024-07-19,Geography,Present
S09492,2024-09-24,Geography,excused
S05565,2025-01-06,Arabic,PRESENT 
S05517,2024-08-14,Arabic, late
S10998,2024-07-14,History,excused
S04196,2024-06-21,History,excused
S01564,2024-07-19,Geography,absnt
S05267,2024-10-30,History,PRESENT 
S06129,2024-04-06,History,left early
S06452,2025-02-26,Math,PRESENT 
S04276,2024-07-05,Science,absnt
S09185,2024-11-20,Science,PRESENT 
S05986,2024-07-30,Arabic,Present
S04115,2024-07-12,Math,Absent
S04845,2024-12-16,Math, late
S08881,2024-10-31,English,left early
S05375,2025-01-28,English,excused
S06234,2024-12-11,Math,left early
S00218,2024-09-28,English,Absent
S03799,2025-01-15,English,Absent
S11029,2024-12-21,Math,excused
S09237,2024-06-13,Math,excused
S04233,2024-07-31,History,Present
S02508,2024-08-21,Math,PRESENT 
S02881,2025-02-02,History,PRESENT 
S02366,2024-09-20,Math,Present
S03318,2024-10-07,Science,left early
S12055,2024-04-19,Math,Absent
S11163,2024-05-17,Math,Late
S11933,2024-05-04,Geography, late
S10420,2024-07-12,English,Late
S05920,2024-07-11,History,excused
S03888,2024-05-26,Math,absnt
S00673,2024-09-03,History,absnt
S04223,2024-09-10,Science,Present
S10663,2025-03-03,History,left early
S10712,2024-09-13,Arabic,Absent
S07187,2025-01-12,History,Present
S06322,2024-11-09,Arabic,Present
S04739,2024-04-16,Science, late
S04948,2024-04-19,Geography, late
S01750,2025-01-17,Math,Absent
S11338,2025-02-23,Arabic,excused
S03161,2025-01-29,History,left early
S11057,2024-06-23,Math, late
S02775,2025-02-24,Math,PRESENT 
S00127,2024-12-02,Math,excused
S00806,2025-01-16,Geography,excused
S06981,2024-04-04,History,Late
S07186,2024-12-23,Arabic,left early
S10080,2024-08-01,History,excused
S04531,2024-09-05,English,Present
S04535,2025-03-09,Science,Late
S01031,2024-08-06,Science,PRESENT 
S06320,2024-03-17,Geography,excused
S00586,2024-11-24,Arabic,excused
S02086,2024-04-03,History,Late
S01990,2024-08-31,Geography,PRESENT 
S08321,2025-02-09,Arabic,absnt
S02376,2024-04-29,Math,absnt
S09632,2024-07-22,Science,Late
S07587,2024-12-23,Math,left early
S03538,2024-11-15,English,absnt
S10664,2024-06-13,Arabic,left early
S06722,2024-07-12,Arabic,Absent
S02657,2024-07-13,Arabic,Late
S04621,2024-04-27,Geography,Present
S01785,2024-04-07,Science,Late
S06331,2025-01-16,Geography,absnt
S04764,2024-11-25,Arabic,Late
S07641,2024-12-03,English,Late
S10135,2024-09-08,Science,excused
S08035,2024-04-04,Math,PRESENT 
S08498,2024-09-17,Geography,Late
S03988,2024-08-14,History,PRESENT 
S00642,2024-07-04,Science,absnt
S11391,2024-05-02,Arabic,Late
S05572,2024-08-04,History,Present
S10522,2024-12-28,English,excused
S06702,2025-03-01,English,left early
S04997,2024-04-13,Math,left early
S03017,2024-03-28,Science,Late
S10032,2024-06-23,Science,PRESENT 
S10994,2024-07-22,Arabic, late
S06198,2024-06-03,History,absnt
S09211,2024-12-23,Arabic,Absent
S01693,2024-07-10,History,absnt
S08975,2025-01-02,Geography,excused
S02969,2024-04-17,Geography,Present
S10434,2024-08-17,Science,Absent
S02494,2024-05-24,Arabic,Absent
S05941,2024-08-13,Arabic,Present
S10441,2024-05-26,Arabic,absnt
S08732,2024-12-26,History,PRESENT 
S01911,2024-03-19,Arabic,Absent
S06994,2025-01-30,English,absnt
S09488,2024-05-30,Geography,Late
S00672,2024-07-01,Science,PRESENT 
S11251,2025-01-16,History,left early
S04678,2024-09-11,History,Late
S00982,2024-06-02,Geography,PRESENT 
S12132,2025-01-04,English,Present
S06199,2024-10-15,History,Absent
S01244,2025-02-14,Geography,absnt
S11287,2024-06-05,Arabic,left early
S06615,2024-07-21,History,excused
S00222,2024-09-04,English,Absent
S07749,2025-03-03,Math,absnt
S05443,2025-01-29,English,excused
S07851,2024-06-24,English,Present
S05006,2024-08-02,Arabic,excused
S04512,2024-06-15,Math,excused
S08176,2024-11-05,Science, late
S08727,2024-05-09,Science,excused
S09817,2024-05-29,Math,PRESENT 
S11065,2024-08-05,History,PRESENT 
S04310,2024-03-20,Math,Absent
S09411,2024-12-04,Science,absnt
S08836,2024-03-24,History,Present
S11272,2024-07-16,Science,PRESENT 
S01426,2024-07-02,History,Absent
S01489,2024-03-18,English,left early
S09271,2024-07-05,English, late
S06310,2024-11-25,English,excused
S09459,2024-05-10,Science,excused
S07242,2024-05-14,History,left early
S08808,2025-02-24,Science,PRESENT 
S03858,2024-05-15,Science,Late
S04760,2024-08-20,English,Late
S11931,2024-10-14,Math,left early
S03125,2025-01-02,Math,absnt
S05312,2024-10-20,Geography,Present
S09765,2025-02-28,History, late
S05856,2024-12-20,Math,left early
S06159,2024-08-04,Science,left early
S10846,2025-03-09,History,Absent
S03708,2025-01-03,English, late
S03153,2024-10-20,Geography,absnt
S02511,2024-04-12,Science,left early
S11417,2025-01-02,History,PRESENT 
S00556,2024-12-25,English,left early
S03294,2024-08-10,Math,absnt
S10623,2024-03-14,Arabic,PRESENT 
S00946,2025-03-05,History,left early
S10929,2024-05-07,Arabic,absnt
S10894,2024-03-19,Geography,left early
S09806,2024-03-25,History,excused
S02668,2025-01-13,Math,absnt
S03917,2024-04-30,Geography,Absent
S02932,2024-03-23,Arabic,absnt
S01995,2025-03-07,Science,left early
S08820,2024-05-18,English,Present
S11704,2024-09-25,Science,Present
S04869,2024-11-24,Science,left early
S09335,2024-06-19,Arabic, late
S09447,2024-08-08,History,excused
S03994,2024-11-13,Math,excused
S06598,2024-08-14,Math,PRESENT 
S05575,2024-05-13,Science,Absent
S09550,2025-01-22,Math,absnt
S05397,2025-01-08,Arabic,left early
S01996,2024-05-07,Science,excused
S02119,2024-11-08,English,absnt
S03664,2024-06-06,Science,Present
S12018,2025-01-02,English,PRESENT 
S02177,2024-05-23,Science,Late
S11760,2024-07-26,Geography,left early
S12135,2024-12-25,History,PRESENT 
S04259,2024-04-07,Arabic,left early
S05614,2025-01-13,Arabic,left early
S03283,2024-05-17,Science,left early
S09776,2024-04-29,English,left early
S05487,2024-07-30,Geography,left early
S05461,2024-08-23,Geography,left early
S08593,2024-09-15,English,excused
S03463,2024-05-28,Science,left early
S00633,2024-04-12,Science,Present
S03021,2025-01-29,History,PRESENT 
S00019,2024-11-23,Science,absnt
S06329,2024-12-09,History,absnt
